"id";"parent_id";"type";"title";"text";"order";"locked";"active";"delete_status";"completed";"content_complexity";"by_moderator";"date_created";"date_modified";"read_count";"full_branch";"unapproved_activities"
"5185";"5184";"COMMENT";"Nicht in Basel";"user34: in Basel ist das leider nicht mehr Maeglich (user34)";"";False;1;0;0;74;0;"2015-02-21 19:45:01";"";0;"5160-5161-5162-5179-5184-5185";0
"5186";"5184";"QUESTION";"Zustimmung";"user42: User39: Bin ganz Ihrer Meinung. (user42)";"";False;1;0;0;58;0;"2015-02-21 19:45:01";"";0;"5160-5161-5162-5179-5184-5186";0
"5187";"5179";"COMMENT";"Zeitungen und Medien sagen was anderes";"Zeitungsberichte lesen und Nachrichten haeren. (user20)";"";False;1;0;0;93;0;"2015-02-21 19:45:01";"";1;"5160-5161-5162-5179-5187";0
"5188";"5187";"COMMENT";"Zeitungsberichte wird verschwiegen...";"In den Medien werden Auslaender vermehrt genannt bei kriminellen Akten, dass auch Schweizer dei sind, wird meistens verschwiegen (user39)";"";False;1;0;0;174;0;"2015-02-21 19:45:01";"";0;"5160-5161-5162-5179-5187-5188";0
"5189";"5179";"COMMENT";"Statistik anschauen";"Die Kriminalitaetsrate von Auslaendern ist statistisch signifikant haeher als jene der Schweizer. (user33)";"";False;1;0;0;125;0;"2015-02-21 19:45:01";"";0;"5160-5161-5162-5179-5189";0
"5190";"5189";"COMMENT";"Trotzdem keine Verteufelungen";"User34: Statistik ist das eine. Daraus eine Verteufelung von Auslaendern abzuleiten, bringt nichts (user42)";"";False;1;0;0;136;0;"2015-02-21 19:45:01";"";0;"5160-5161-5162-5179-5189-5190";0
"5191";"5162";"COMMENT";"Test";"Test";"";False;0;2;0;8;0;"2015-02-24 02:23:41";"";1;"5160-5161-5162-5191";1
"5192";"5161";"COMMENT";"Nicht nur ein Schweizer Problem";"allgemein. das thema auslaenderkriminalitaet ist nicht nur ein schweizer problem. (user20)";"";False;0;2;0;121;0;"2015-02-21 19:45:01";"2015-02-23 08:44:04";0;"5160-5161-5192";0
"5193";"5161";"COMMENT";"Auslaender sind wichtig faer die Schweiz";"Es scheint, dass Schweizer gerne haeren, dass das Problem nicht bei der Schweizer Politik liegt, sondern bei den Auslaendern. (user62)";"";False;0;2;0;174;0;"2015-02-21 19:45:01";"";0;"5160-5161-5193";0
"5194";"5193";"QUESTION";"Zustimmung";"Dem stimme ich zu. (user65)";"";False;0;1;0;37;0;"2015-02-21 19:45:01";"";0;"5160-5161-5193-5194";0
"5195";"5161";"COMMENT";"Pauschalisierung";"ich finde, dass die Kriminalitaet von aeuslandern nicht generalisiert werden kann, da die Gewichtung des Problems sehr von einem selbst und seinen Erfahrungen abhaengt.(user21)$hr";"";False;1;0;0;195;0;"2015-02-21 19:45:01";"2015-02-23 08:48:58";2;"5160-5161-5195";0
"5196";"5195";"COMMENT";"Nur gegen kriminelle Auslaender";"Je veux rappeler que nous parlons de 1500 personnes par an sur 2 millions daetrangers. Les antiracistes devraient se souvenir de cela. Si on expulsait ces gens, les autres aetrangers apparaaetrait comme intaegraes (user87)";"";False;1;0;0;253;0;"2015-02-21 19:45:01";"2015-02-23 08:58:08";2;"5160-5161-5195-5196";0
"5197";"5196";"COMMENT";"Zustimmung";"Tout-ae-fait daccord ! (user84)";"";False;1;0;0;41;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5196-5197";0
"5198";"5195";"COMMENT";"Problematisch sind nur spezifisch Auslaendergruppen";"Einige Teilnehmer denken, dass Ausländerkriminalität nicht pauschal zu addressieren ist. Die verschiedene Ausländergruppen sind spezifisch anzugehen. Da gäbe es grosse Unterschiede...";"";False;1;0;0;234;0;"2015-02-21 19:45:01";"2015-02-23 08:46:18";2;"5160-5161-5195-5198";0
"5199";"5198";"COMMENT";"Balkan";"user47: dies trifft nicht auf alle auslaender gruppen zu. es gibt grosse unterschiede, ob einer aus den balkan laendern kommt oder aus amerika... (user32)";"";False;1;0;0;160;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5199";0
"5200";"5199";"COMMENT";"Sdfsdfsdf";"sdfsdf";"";False;0;2;0;15;0;"2015-02-23 17:30:22";"";1;"5160-5161-5195-5198-5199-5200";1
"5201";"5198";"COMMENT";"Sri Lanka";"genau das gleiche gilt faer Menschen zb aus Sri Lanka. Diese erlebe ich als sehr anstaendig(user32)";"";False;1;0;0;108;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5201";0
"5202";"5198";"COMMENT";"Nicht die Deutschen";"Ich denke das Problem ist auch, dass man eben nicht alle Auslaender aeber einen kamm scheren darf. ich arbeite mit einigen Deutschen zusammen und die sind eben auch Auslaender(user40)";"";False;1;0;0;202;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5202";0
"5203";"5202";"QUESTION";"Zustimmung";"sehe ich genauso (user4)";"";False;1;0;0;34;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5202-5203";0
"5204";"5198";"COMMENT";"Kriminaltouristen";"Ja, ich erachte sie als Problem. Ich sehe aber, dass es auch bei den Auslaendern eine Minderheit ist, zudem gibt es wohl Kriminaltouristen, d.h. solche welche zu diesem Zweck in die Schweiz kommen und maeglicherweise von Hintermaennern beauftragt werden. (user55)";"";False;1;0;0;280;0;"2015-02-21 19:45:01";"";2;"5160-5161-5195-5198-5204";0
"5205";"5198";"COMMENT";"Asylanten";"Denke weniger an Auslaender als solched als an Asylanten, welche die Spielregeln nicht einhalten. Sie sind oft ja zuhause gefaehrdet und gehen daher dort weg. Wenn sie dann aber unsere Kultur/Gesetzte nicht beachten, sind sie auch hier nicht am rechten Ort (user26)";"";False;1;0;0;274;0;"2015-02-21 19:45:01";"";2;"5160-5161-5195-5198-5205";0
"5206";"5205";"COMMENT";"Asylland != Gastland";"Ein Gastland ist meines Erachtens nicht mit dem Asylland zu vergleichen. Im Asylland bin ich vor Verfolgung, Terror oder Gewalt sicher. Ich setze dies daher nicht durch Kriminalitaet aufs Spiel. Dem Gastland kann ich aber den Raecken kehren, wenn mir etwas nicht passt (vielleicht mit Konsequenz im Einkommen). (user26)";"";False;1;0;0;339;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5205-5206";0
"5207";"5205";"COMMENT";"Verstaendlicherweise";"user42: user26: bin teilweise Ihrer Meinung. Asylangen sind meistens arme Schweine. Die gehen sicher nicht freiwillig weg. Maechte einer von uns an ihrer Stelle sein? (user42)";"";False;1;0;0;195;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5205-5207";0
"5208";"5198";"COMMENT";"TEST";"user32: Ich erachte die Kriminalitaet von AuslaenderInnen als nicht problematischer als die Kriminalitaet von Schweizern. Kriminalitaet ist nicht eine Sache der Nationalitaet, sondern des Charakters, der Erziehung und des Umgangs in den entscheidenden Lebensphasen wie zum Beispiel der Pubertaet. (user32)";"";False;0;2;0;309;0;"2015-02-21 19:45:01";"";0;"5160-5161-5195-5198-5208";0
"5209";"5198";"COMMENT";"Schwarze Schafe sind überall";"es kommt nicht auf die Nationalitaet an, sondern um das, was sie machen (user30)  MERGED ARGUMENT TEST: user32: Ich erachte die Kriminalitaet von AuslaenderInnen als nicht problematischer als die Kriminalitaet von Schweizern. Kriminalitaet ist nicht eine Sache der Nationalitaet, sondern des Charakters, der Erziehung und des Umgangs in den entscheidenden Lebensphasen wie zum Beispiel der Pubertaet. (user32)";"";False;1;0;0;437;0;"2015-02-21 19:45:01";"2015-02-22 18:40:18";1;"5160-5161-5195-5198-5209";0
"5210";"5198";"COMMENT";"Secondos";"Mir tun aber jene der 2. Generation leid, die nicht aus eigener Furcht hieher gekommen sind. (user 26)";"";False;1;0;0;110;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5210";0
"5211";"5210";"COMMENT";"Vorher aeberlegen";"Ich sehe die Problematik schon U32, nataerlich ist es in diesem fall sehr hart faer den Taeter aber das haette er eben zuvor aeberlegen maessen. (user40)";"";False;1;0;0;170;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5210-5211";0
"5212";"5210";"COMMENT";"Klare Information";"Prinzipiell sollten alle Imigranten aeber die Sachlage klar informiert werden. (user40)";"";False;1;0;0;104;0;"2015-02-21 19:45:01";"";1;"5160-5161-5195-5198-5210-5212";0
"5213";"5198";"COMMENT";"Schwarze Schafe sind überall (BACKUP 1)";"es kommt nicht auf die Nationalitaet an, sondern um das, was sie machen (user30)";"";False;0;2;0;119;1;"2015-02-21 19:45:01";"";0;"5160-5161-5195-5198-5213";0
"5214";"5195";"COMMENT";"Mit Subjektivität kommt man nicht weit";"Wir brauchen Aber ein Gesetz, das nicht auf subjektive Erfahrungen setzt sondern alle gleich hart bestraft.";"";False;1;0;0;145;0;"2015-02-24 01:57:19";"2015-02-24 03:58:41";1;"5160-5161-5195-5214";0
"5215";"5161";"COMMENT";"Ausländerkriminalität ist ein ernstes Problem";"Ich erachte die Krimminalitaet von Auslaendern als sehr problematisch  Darum denke ich, es wird zur Laesung beitragen. (user34)";"";False;1;0;0;172;1;"2015-02-23 08:41:44";"2015-02-23 09:19:54";4;"5160-5161-5215";0
"5216";"5215";"COMMENT";"Grenzkantone";"Il existe aussi un problaeme avec les cantons frontiaeres qui vivent la criminalitae importaees. (user87)";"";False;1;0;0;117;0;"2015-02-21 19:45:01";"";3;"5160-5161-5215-5216";0
"5217";"5216";"COMMENT";"etts";"tsets";"";False;0;2;0;9;0;"2015-02-23 17:23:28";"";1;"5160-5161-5215-5216-5217";2
"5218";"5215";"COMMENT";"Gefaengnisse sind aeberfaellt";"Es kann doch nicht sein, das unsere Gefaegnisse total aeberfaellt sind. Damit kann der Rest frei herumlaufen. So haelt sich doch keiner an Regeln und Gesetze. (user34)";"";False;1;0;0;196;0;"2015-02-21 19:45:01";"";4;"5160-5161-5215-5218";0
"5219";"5218";"COMMENT";"Proportional mehr Auslaender";"Ja, in den Gefaengnissen hat es prportional viel mehr Auslaender  (user8)";"";False;1;0;0;101;0;"2015-02-21 19:45:01";"";1;"5160-5161-5215-5218-5219";0
"5220";"5218";"COMMENT";"Gefaengnisproblem zu erst laesen";"Oui, il faudrait peut-aetre daejae raegler le problaeme des prisons trop petites avant de durcir les lois... (user84)";"";False;0;2;0;149;0;"2015-02-21 19:45:01";"2015-02-23 13:04:03";2;"5160-5161-5215-5218-5220";1
"5221";"5218";"COMMENT";"Es gibt auch Schweizer in den Gefängnissen";"Gefaengnisse sind nicht nur wegen Aulaendern aeberfaellt.(user39)";"";False;1;0;0;107;0;"2015-02-21 19:45:01";"2015-02-24 04:04:31";1;"5160-5161-5215-5218-5221";0
"5222";"5218";"QUESTION";"Zustimmung";"@User16: dem kann ich so zustimmen! (user22)";"";False;0;2;0;54;0;"2015-02-21 19:45:01";"";2;"5160-5161-5215-5218-5222";1
"5223";"5218";"COMMENT";"test";"test";"";False;0;2;0;8;0;"2015-02-24 02:21:38";"";1;"5160-5161-5215-5218-5223";1
"5224";"5215";"COMMENT";"Unproblematisch";"Non, je ne pense pas que la criminalitae des personnes aetrangaeres soit problaematique, et de ce fait, linitiative et le contre-projet me paraissent superflus. (user85)";"";False;1;0;0;184;0;"2015-02-21 19:45:01";"";4;"5160-5161-5215-5224";0
"5225";"5224";"COMMENT";"test";"test";"";False;0;2;0;8;0;"2015-02-24 03:40:39";"";1;"5160-5161-5215-5224-5225";1
"5226";"5215";"COMMENT";"Saendenbock";"wie schon gesagt die Auslaenderkriminalitaet muss herhalten faer so vieles was schiet laeuft in diesem Land (user54)";"";False;1;0;0;127;0;"2015-02-21 19:45:01";"";1;"5160-5161-5215-5226";0
"5227";"5226";"COMMENT";"das ist doch schrott. ";"Ja, schrott";"";False;0;2;0;33;0;"2015-02-23 13:03:10";"";1;"5160-5161-5215-5226-5227";1
"5228";"5160";"COMMENT";"Spezifisch Auslaendergruppen";"(admin)";"";False;0;2;0;35;0;"2015-02-21 19:45:01";"";0;"5160-5228";0
"5229";"5160";"COMMENT";"Ursachen der Ausländerkriminalität?";"In diesem Unterthema werden die möglichen Ursachen von Ausländerkriminalität diskutiert. Für viele Teilnehmer ist dies eine wichtiger Voraussetzung, damit beurteilt werden kann, ob die Ausschaffunsinitiative eine griffige Massnahme ist um das Problem zu lösen.";"";False;1;0;0;295;1;"2015-02-22 17:34:56";"2015-02-22 18:08:40";4;"5160-5229";0
"5230";"5229";"COMMENT";"Kultureller Hintergrund verantwortlich";"richtig. Schweizer Baerger kann und soll man ja nicht ausweisen. Die Auslaender kommen oft mit einem andern kuluturelln Hintergrund sprich unter anderem ist z.B. Hemmschwelle Gewalt und Gesetzesverletzung genertell unterschiedlich und oft niedriger als bei uns. ";"";False;1;0;0;300;0;"2015-02-21 19:45:01";"2015-02-22 18:51:30";3;"5160-5229-5230";0
"5231";"5230";"QUESTION";"Zustimmung";"Sehe ich auch so, U47  (user40)";"";False;0;2;0;41;0;"2015-02-21 19:45:01";"";0;"5160-5229-5230-5231";0
"5232";"5230";"COMMENT";"Faehlen sich nicht als Gast der Ch";"Die Grundproblematik liegt darin, dass sich eben viele Auslaender ind der Schweiz nicht als Gast dieses Landes faehlen uns auch entsprechend leben,(user46)";"";False;1;0;0;189;0;"2015-02-21 19:45:01";"";1;"5160-5229-5230-5232";0
"5233";"5232";"COMMENT";"Tset";"test";"";False;0;2;0;8;0;"2015-02-23 17:04:07";"";1;"5160-5229-5230-5232-5233";2
"5234";"5232";"COMMENT";"test";"test";"";False;0;2;0;8;0;"2015-02-24 00:29:14";"";1;"5160-5229-5230-5232-5234";1
"5235";"5230";"COMMENT";"Vorausetzung faer Beruf/ausbildung";"Nur integrierte Auslaender haben auch eine Aussicht auf einen Beruf oder auf eine Berufsausbildung. (user20)";"";False;1;0;0;142;0;"2015-02-21 19:45:02";"";2;"5160-5229-5230-5235";0
"5236";"5235";"COMMENT";"Chancengleichheit im Arbeitsmarkt";"Ich stimme zu, dass das Problem tiefer liegt. Solange die Chancengleichheit im Arbeitsmarkt nicht gegeben ist, versiegt die Auslaenderkriminalitaet nicht. (user62)";"";False;1;0;0;196;0;"2015-02-21 19:45:01";"";2;"5160-5229-5230-5235-5236";0
"5237";"5236";"COMMENT";"Wichtig";"Chancengleichheit ist eminent wichtig,aber nicht einfach durchzufaehren. (user60)";"";False;1;0;0;88;0;"2015-02-21 19:45:01";"";1;"5160-5229-5230-5235-5236-5237";0
"5238";"5230";"COMMENT";"Fehlende Integration";"Wer unsere Kulur und Gesetzte beachtet hat und verursacht keine Probleme. Wer aber dagegen verstaesst akzeptiert die Spielregel nicht und gehaert zuerst verwarnt (gelb)n und danndann ist eine Ausschaffung angja keine Prob(user26)";"";False;1;0;0;249;1;"2015-02-22 18:47:01";"2015-02-22 18:51:40";2;"5160-5229-5230-5238";0
"5239";"5238";"COMMENT";"Zwangsintegration";"Es maessen auch Massnahmen ergriffen werden wo Integration zwingend verordnet wird. (user20)";"";False;1;0;0;109;0;"2015-02-21 19:45:02";"2015-02-22 18:49:25";1;"5160-5229-5230-5238-5239";0
"5240";"5239";"COMMENT";"Integrationszwang?";"@user16: Wie soll man jemanden zwingen sich zu integrieren? Das kann doch nicht klappen... (user22)";"";False;1;0;0;117;0;"2015-02-21 19:45:02";"2015-02-24 04:02:40";1;"5160-5229-5230-5238-5239-5240";0
"5241";"5240";"COMMENT";"Bestrafung der NIcht-Integration";"zu user 22: man kann die Integration nicht erzwingen, aber die Nicht-Integration (Gesetzesverletzungen) eben bestrafen. (user33)";"";False;1;0;0;160;0;"2015-02-21 19:45:02";"";1;"5160-5229-5230-5238-5239-5240-5241";0
"5242";"5241";"QUESTION";"Zustimmung";"@user33: Genau das habe ich eigentlich gemeint, guter Satz! (user22)";"";False;1;0;0;78;0;"2015-02-21 19:45:02";"";1;"5160-5229-5230-5238-5239-5240-5241-5242";0
"5243";"5242";"QUESTION";"kj";"test";"";False;0;2;0;6;0;"2015-02-24 02:59:16";"";1;"5160-5229-5230-5238-5239-5240-5241-5242-5243";1
"5244";"5238";"COMMENT";"Sprache lernen";"ich bin auch dafaer, dass sie eine unserer sprachen lernen  (user32)";"";False;1;0;0;82;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5244";0
"5245";"5238";"COMMENT";"Hemsmchwelle zur Kriminalitaet anpassen";"user 44: Wenn sie die Haege der Hemsmchwelle nich tan unser Schweizer Niveau anpassen, sollen sie in ihrem Kulutrkreis mit dessen Gepflogenheiten weiterleben  (user47)";"";False;1;0;0;206;0;"2015-02-21 19:45:02";"2015-02-22 18:51:48";0;"5160-5229-5230-5238-5245";0
"5246";"5238";"COMMENT";"Anpassung der Schweizer";"Wir sind auch Auslaender, fast aeberall auf dem Planeten. Wenn ich in ein anderes Land gehe, egal ob in Grenznaehe oder weiter weg, dann informiere ich mich vorher aeber entsprechende Gesetze und Gepflogenheiten und halte mich auch daran. So waerde ich z.B. niemals mit meiner Freundin turtelnd durch Dubai laufen oder mich in Thailand aeber den Kaenig lustig machen. Die Konsequenzen maesste ich selber tragen. (user70)";"";False;1;0;0;443;0;"2015-02-21 19:45:02";"2015-02-22 18:50:43";0;"5160-5229-5230-5238-5246";0
"5247";"5246";"COMMENT";"Wird beidseitig missachtet";"user39: sich den Gepflogenheten eines Landes anzupasen, gehaert zu den Grund- un d Anstandsregeln. Leider wird dies aber von Ausaendern in der Schweiz und von Schweizern im Ausland mehr als oft missachtet. Welche Religionsguppen passe sich dem Land an?? (user39)";"";False;1;0;0;288;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5246-5247";0
"5248";"5246";"COMMENT";"Kakerlaken Essen in CHina";"aber wenn ich beispielsweise nach china reise, esse ich dort keine kakerlaken. ich passe mich also auch nicht an... (user32)";"";False;1;0;0;149;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5246-5248";0
"5249";"5248";"COMMENT";"Nicht relevant";"Hm, U32, ich denke das ist doch etwas anderes  (user40)";"";False;1;0;0;69;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5246-5248-5249";0
"5250";"5248";"COMMENT";"Cervelats in China?";"@user32: aber du verlangst ja auch keine cervelats... (user4)";"";False;1;0;0;80;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5246-5248-5250";0
"5251";"5250";"COMMENT";"Doch";"ich nicht,aber ich kenne genaegend eidgenossen, wo genau dies machen waerden. (user32)";"";False;1;0;0;90;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5246-5248-5250-5251";0
"5252";"5246";"COMMENT";"Zustimmung";"user 70: bin auch deiner Meinung. Wir kaennten uns in Ihrem land auch nicht so verhalten wie wir maechten. Die Schweizer passen sich immer an, aeberall. Wenn wir nach England reisen, sprechen wir Englisch, reisen wir nach Italien, sprechen wir italienisch. aeberall - sogar in der Schweiz passen wir uns an z.B: Hochdeutsch, etc. wir maessen endlich beginnen uns zu wehren. (user75)";"";False;1;0;0;392;0;"2015-02-21 19:45:02";"2015-02-22 18:52:44";0;"5160-5229-5230-5238-5246-5252";0
"5253";"5238";"COMMENT";"Integration faerdern";"Deshalb finde ich den Ansatz, Integration zu faerdern, im Gegenvorschlag gut. Integrierte Auslaender werden weniger straffaellig.   (user1)";"";False;1;0;0;159;0;"2015-02-21 19:45:02";"";1;"5160-5229-5230-5238-5253";0
